contrast_family,inference_scope,contrast,metric,a_label,b_label,n_pairs,mean_delta_a_minus_b,median_delta_a_minus_b,sd_delta,bootstrap_95ci_low,bootstrap_95ci_high,exact_sign_flip_p_two_sided,positive_pairs,negative_pairs,zero_pairs,holm_adjusted_p_within_scope
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_medium__B1__assertive,min_footprint_separation_m,adaptive,fixed_medium,5,-0.002436968317719601,-0.000829650094641754,0.011121792422667198,-0.011051519192453552,0.00617758255701435,0.625,2,3,0,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_medium__B1__assertive,solver_failure_fraction,adaptive,fixed_medium,5,-0.0006632101842858464,0.0,0.0018805184647015182,-0.0023771162118131363,0.0003365906662869409,0.875,2,2,1,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_medium__B1__assertive,supervisor_active_fraction,adaptive,fixed_medium,5,0.003944020867523596,0.0,0.00726133767129488,-0.0002871353125160292,0.010550570464106419,0.5,2,1,2,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_medium__B1__reactive,completion_time_s,adaptive,fixed_medium,5,-0.4000000059604645,-0.05000000074505806,1.4417871070139232,-1.5400000229477881,0.670000009983778,0.6875,2,3,0,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_medium__B1__reactive,min_footprint_separation_m,adaptive,fixed_medium,5,0.00882638863801386,0.004258727019298192,0.029457455825190725,-0.01152856334017378,0.03506426908398921,0.6875,3,2,0,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_medium__B1__reactive,solver_failure_fraction,adaptive,fixed_medium,5,0.0009887073405977424,0.0004598462274215502,0.0015252770107064416,7.796364324341373e-05,0.0023497739020672467,0.25,3,1,1,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_medium__B1__reactive,supervisor_active_fraction,adaptive,fixed_medium,5,0.0033793312055397816,0.0006900120752112993,0.021224841070837292,-0.013672425618684664,0.01888441906956672,0.6875,3,2,0,1.0
adaptive_vs_fixed,adaptive_vs_fixed_pooled_primary,adaptive_minus_fixed_conservative__B1__pooled,completion_time_s,adaptive,fixed_conservative,10,-0.06500000096857547,-0.05000000074505806,1.0941892138386444,-0.685125010209158,0.6100000090897083,0.828125,2,5,3,1.0
adaptive_vs_fixed,adaptive_vs_fixed_pooled_primary,adaptive_minus_fixed_conservative__B1__pooled,min_footprint_separation_m,adaptive,fixed_conservative,10,0.034008594560545446,0.002417458991629262,0.19466004519477084,-0.06455995886676076,0.16507895580353443,0.654296875,7,3,0,1.0
adaptive_vs_fixed,adaptive_vs_fixed_pooled_primary,adaptive_minus_fixed_conservative__B1__pooled,solver_failure_fraction,adaptive,fixed_conservative,10,1.4762151167371785e-07,0.0,0.0024531599734503168,-0.0016125484160990724,0.0014224910255762793,1.0,4,1,5,1.0
adaptive_vs_fixed,adaptive_vs_fixed_pooled_primary,adaptive_minus_fixed_conservative__B1__pooled,supervisor_active_fraction,adaptive,fixed_conservative,10,0.0033857488003768365,0.0037057373171960756,0.013534139497605424,-0.0053490311628850385,0.010495131416290496,0.46875,6,1,3,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_conservative__B1__assertive,completion_time_s,adaptive,fixed_conservative,5,0.4300000064074993,0.0,1.0183319846224062,-0.06000000089406967,1.3500000201165676,1.0,1,1,3,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_conservative__B1__assertive,min_footprint_separation_m,adaptive,fixed_conservative,5,-0.007535597035582375,0.0008355704215401438,0.018805436116368042,-0.023234044819661383,0.005172523679436214,0.5,3,2,0,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_conservative__B1__assertive,solver_failure_fraction,adaptive,fixed_conservative,5,-0.001151219512195122,0.0,0.0025742050862924406,-0.003453658536585366,0.0,1.0,0,1,4,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_conservative__B1__assertive,supervisor_active_fraction,adaptive,fixed_conservative,5,-0.00551762520313453,0.0,0.01312716774914026,-0.017385365853658536,0.0008324902442549464,1.0,1,1,3,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_conservative__B1__reactive,completion_time_s,adaptive,fixed_conservative,5,-0.5600000083446502,-0.5000000074505806,1.0218855274056264,-1.3700000204145908,0.29000000432133677,0.375,1,4,0,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_conservative__B1__reactive,min_footprint_separation_m,adaptive,fixed_conservative,5,0.07555278615667327,0.013363820669266224,0.28388334861929077,-0.1266456465545591,0.3307853542466067,0.5625,4,1,0,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_conservative__B1__reactive,solver_failure_fraction,adaptive,fixed_conservative,5,0.0011515147552184693,0.0003700639993034086,0.001897324077949739,0.00017252457979217672,0.0028629577264181966,0.125,4,0,1,1.0
adaptive_vs_fixed,adaptive_vs_fixed_style_descriptive,adaptive_minus_fixed_conservative__B1__reactive,supervisor_active_fraction,adaptive,fixed_conservative,5,0.012289122803888202,0.011685319289005916,0.006453014190002534,0.00781864455098574,0.017833282272669924,0.0625,5,0,0,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_aggressive,completion_time_s,B1-B0 under adaptive,B1-B0 under fixed_aggressive,10,0.4050000060349703,0.02500000037252903,1.1131661717003916,-0.19000000283122062,1.110000016540289,0.33984375,5,4,1,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_aggressive,min_footprint_separation_m,B1-B0 under adaptive,B1-B0 under fixed_aggressive,10,0.018262832414814155,0.024098781648377532,0.041360509814545456,-0.005662131752789753,0.04244207462824569,0.193359375,6,4,0,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_aggressive,solver_failure_fraction,B1-B0 under adaptive,B1-B0 under fixed_aggressive,10,0.0002733718060413543,0.0,0.0014923101329580774,-0.00039164866610959915,0.0012829857985996041,0.84375,4,4,2,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_aggressive,supervisor_active_fraction,B1-B0 under adaptive,B1-B0 under fixed_aggressive,10,-0.0049444387992456235,-0.00034873583260680574,0.014213485740356191,-0.013962284896142657,0.0023763816678802497,0.34375,4,5,1,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_medium,completion_time_s,B1-B0 under adaptive,B1-B0 under fixed_medium,10,-0.19000000283122062,0.12500000186264515,1.1616080980892827,-0.8850000131875276,0.47500000707805157,0.62109375,6,4,0,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_medium,min_footprint_separation_m,B1-B0 under adaptive,B1-B0 under fixed_medium,10,0.01999643203432777,0.016600670187206512,0.13006994748881281,-0.057090734801410845,0.09812036705160608,0.552734375,7,3,0,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_medium,solver_failure_fraction,B1-B0 under adaptive,B1-B0 under fixed_medium,10,0.0010488134618829139,0.0002892351839028197,0.00177973146508996,0.00014773143276753336,0.0021994082165748847,0.046875,6,2,2,0.5625
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_medium,supervisor_active_fraction,B1-B0 under adaptive,B1-B0 under fixed_medium,10,0.0010960610286469177,-0.0017773762958228287,0.01666073543351195,-0.008750420480731845,0.010892601092670623,0.83203125,4,6,0,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_conservative,completion_time_s,B1-B0 under adaptive,B1-B0 under fixed_conservative,10,0.010000000149011612,-0.10000000149011612,1.6136225876506574,-0.8850000131875276,0.9900000147521496,0.9921875,5,5,0,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_conservative,min_footprint_separation_m,B1-B0 under adaptive,B1-B0 under fixed_conservative,10,0.07728721230304506,0.008972474960908527,0.20691656035950065,-0.028308885142707515,0.21031770622254092,0.28125,7,3,0,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_conservative,solver_failure_fraction,B1-B0 under adaptive,B1-B0 under fixed_conservative,10,0.0014418268618867623,0.00029528122754799097,0.0024592863427473238,0.00010898487470261635,0.0029758596170572915,0.140625,6,2,2,1.0
predictor_x_risk_interaction,predictor_x_risk_primary,B1_B0_effect__adaptive_minus_fixed_conservative,supervisor_active_fraction,B1-B0 under adaptive,B1-B0 under fixed_conservative,10,0.002573378309376684,0.0017009273003025238,0.020037393466282014,-0.009720537482140256,0.013861736482038605,0.6875,5,5,0,1.0
predictor_x_target_interaction,predictor_x_target_primary,B1_B0_effect__reactive_minus_assertive,completion_time_s,B1-B0 under reactive,B1-B0 under assertive,5,-0.21250000316649675,0.05000000074505806,0.8595511311253067,-0.8850000131875276,0.4600000068545341,0.625,3,2,0,1.0
predictor_x_target_interaction,predictor_x_target_primary,B1_B0_effect__reactive_minus_assertive,min_footprint_separation_m,B1-B0 under reactive,B1-B0 under assertive,5,-0.01945321841222699,-0.005354488698212312,0.042309734978838276,-0.05661104393223669,0.00812669705816207,0.375,1,4,0,1.0
predictor_x_target_interaction,predictor_x_target_primary,B1_B0_effect__reactive_minus_assertive,solver_failure_fraction,B1-B0 under reactive,B1-B0 under assertive,5,0.0005440137409293562,0.0,0.0012533937352863626,-0.00038182935570485883,0.0015591434253510999,0.5,2,2,1,1.0
predictor_x_target_interaction,predictor_x_target_primary,B1_B0_effect__reactive_minus_assertive,supervisor_active_fraction,B1-B0 under reactive,B1-B0 under assertive,5,0.0015738834241607554,-0.0006716836447115647,0.009035706389250796,-0.00553935509490156,0.00868712194322307,0.75,2,3,0,1.0
